Date,Open,High,Low,Close,Adj Close,Volume
11/1/07,26.942858,27.525715,21.518572,26.031429,23.419334,6549947600
12/1/07,25.98,28.994286,25.284286,28.297142,25.457693,4313169700
1/1/08,28.467142,28.608572,18.02,19.337143,17.396778,8793472100
2/1/08,19.462856,19.512857,16.491428,17.860001,16.067854,6216488600
3/1/08,17.777143,20.82,16.857143,20.5,18.442949,5731818400
4/1/08,20.9,25.714285,20.515715,24.85,22.356453,5696745600
5/1/08,24.994286,27.462856,24.571428,26.964285,24.258581,4647053600
6/1/08,26.942858,27.135714,23.450001,23.92,21.519772,4868948700
7/1/08,23.461428,25.844286,20.932858,22.707144,20.428621,4937440200
8/1/08,22.842857,25.778572,21.844286,24.218571,21.788382,3271438800
9/1/08,24.628571,24.785715,14.37,16.237143,14.607842,6016890600
10/1/08,15.988571,16.628571,12.142858,15.37,13.827712,10356677800
11/1/08,15.132857,15.97,11.305715,13.238571,11.91016,5904865400
12/1/08,13.042857,14.8,12.078571,12.192857,10.96938,5053461700
1/1/09,12.268572,13.881429,11.171429,12.875714,11.583714,4526435200
2/1/09,12.728572,14.714286,12.358571,12.758572,11.478327,3466862700
3/1/09,12.588572,15.711429,11.761429,15.017143,13.510265,3856149500
4/1/09,14.87,18.171429,14.841429,17.975714,16.171957,2955420300
5/1/09,17.971428,19.414286,17.054285,19.401428,17.454611,2364285700
6/1/09,19.495714,20.914286,18.982857,20.347143,18.305428,3168893000
7/1/09,20.5,23.571428,19.202858,23.341429,20.999258,2735534200
8/1/09,23.601429,24.641428,22.774286,24.030001,21.618732,2041281200
9/1/09,23.998571,26.985714,23.444286,26.478571,23.821608,2497329800
10/1/09,26.478571,29.815714,25.814285,26.928572,24.226456,3239044200
11/1/09,27.114286,29.714285,26.51,28.558571,25.692886,2113696200
12/1/09,28.891428,30.564285,26.954287,30.104286,27.083506,2848489700
1/1/10,30.49,30.798571,27.178572,27.437143,24.683992,3792248600
2/1/10,27.481428,29.309999,27.264286,29.231428,26.298227,2694020000
3/1/10,29.392857,33.925713,29.35,33.57143,30.202738,3038543200
4/1/10,33.915714,38.922855,33.25,37.298573,33.555882,3091782400
