Date,Open,High,Low,Close,Adj Close,Volume
11/1/07,44.700001,48.23,42.5,47.900002,37.575909,432340500
12/1/07,47.709999,50.049999,46.869999,47.529999,37.28566,304526500
1/1/08,47.41,51.299999,43.110001,50.740002,39.983192,594609500
2/1/08,50.900002,51.57,47.84,49.59,39.077003,476630200
3/1/08,49.43,54.150002,48.639999,52.68,41.511925,490180000
4/1/08,53.189999,59.040001,52.810001,57.98,45.905766,439232000
5/1/08,58.200001,59.09,55.049999,57.740002,45.71574,392991100
6/1/08,57.41,59.950001,55.849998,56.200001,44.684174,443348300
7/1/08,56,59.560001,55.34,58.619999,46.608276,495577900
8/1/08,58.75,61,56.810001,59.07,46.966087,395839100
9/1/08,59.900002,63.849998,57.740002,59.889999,47.810108,560153900
10/1/08,59.509998,60.299999,47.400002,55.810001,44.55304,748361300
11/1/08,56.759998,57.25,50.200001,55.880001,44.608929,514798100
12/1/08,55.369999,59.23,52.220001,56.060001,44.752605,469411500
1/1/09,55.98,57.509998,46.919998,47.119999,37.778564,518547200
2/1/09,46.57,50.669998,46.25,49.240002,39.478291,509033200
3/1/09,48.810001,53,47,52.099998,41.771297,545295500
4/1/09,51.380001,54.57,47.639999,50.400002,40.636261,450522100
5/1/09,50.5,51.380001,48.119999,49.740002,40.104122,377048900
6/1/09,50.18,51.75,48.02,48.439999,39.26656,417698500
7/1/09,48.549999,50.43,47.349998,49.880001,40.433865,369068900
8/1/09,50.220001,52.560001,48.75,50.869999,41.236362,344252000
9/1/09,50.810001,52.099998,48.73,49.09,40.011765,375673300
10/1/09,49.07,52,48.73,49.68,40.492645,374017800
11/1/09,49.810001,55.09,49.52,54.549999,44.462025,306009700
12/1/09,54.849998,55.080002,52.310001,53.450001,43.565453,264681300
1/1/10,53.740002,55.200001,52.509998,53.43,43.768761,291591500
2/1/10,53.619999,54.5,52.66,54.07,44.293037,278505000
3/1/10,54.040001,56.27,53.150002,55.599998,45.546383,270764400
4/1/10,55.75,55.900002,53.52,53.639999,44.188461,282951100
5/1/10,53.880001,54.950001,50,50.560001,41.651169,398119000
6/1/10,50.799999,52.080002,48.009998,48.07,39.829971,390548500
7/1/10,48.099998,51.810001,47.77,51.189999,42.415142,280340800
8/1/10,51.549999,52.48,50,50.139999,41.545128,272559100
9/1/10,50.490002,54.389999,50.459999,53.52,44.604546,216284000
10/1/10,53.599998,54.82,52.93,54.169998,45.146271,208445100
11/1/10,54.049999,55.720001,53.43,54.09,45.079601,241802400
12/1/10,54.419998,55.34,53.139999,53.93,44.946255,246182100
1/1/11,54.23,57.900002,53.540001,56.07,46.988205,260656500
2/1/11,56.369999,56.73,51.52,51.98,43.56068,276839200
