Date,Open,High,Low,Close,Adj Close,Volume
11/1/07,30.815001,31.725,29.825001,31.049999,22.93638,386323600
12/1/07,31.049999,32.16,30.610001,30.684999,22.789791,302636400
1/1/08,30.725,32.794998,28.245001,29.5,21.909691,549924400
2/1/08,29.645,30.25,28.655001,29.23,21.70916,377515800
3/1/08,29.174999,30.950001,28.375,30.434999,22.604113,386203200
4/1/08,30.504999,30.92,29.184999,29.434999,22.002005,395178800
5/1/08,29.305,29.75,27.915001,28.629999,21.400282,441352400
6/1/08,28.525,29.299999,25.719999,25.99,19.426939,558294000
7/1/08,25.959999,26.445,24.719999,25.75,19.374466,619642400
8/1/08,25.969999,27.92,25.870001,26.035,19.588903,379406800
9/1/08,26.110001,27.885,24.934999,26.440001,19.893623,605888800
10/1/08,26.309999,27.5,20.145,22.030001,16.693394,928837400
11/1/08,22.254999,23.645,20.25,23.434999,17.758043,582390800
12/1/08,23.094999,23.530001,21.469999,22.635,17.29768,567212000
1/1/09,22.700001,23,20.780001,21.360001,16.323324,460252400
2/1/09,21.105,22.225,20.139999,20.424999,15.608799,490766800
3/1/09,20.225,22.6,18.719999,21.975,16.793304,623111400
4/1/09,21.879999,22.915001,21,21.525,16.623466,461491600
5/1/09,21.57,24.58,21.09,24.58,18.982803,547907600
6/1/09,24.625,24.969999,23.59,23.995001,18.531013,505408000
7/1/09,24.24,25.514999,24.01,24.92,19.409763,432536800
8/1/09,25.014999,25.075001,23.709999,24.385,18.993063,354388000
9/1/09,24.360001,27.059999,24.190001,26.85,20.91301,616148600
10/1/09,26.700001,27.75,26.355,26.655001,20.930792,419925800
11/1/09,26.754999,29.215,26.385,28.6,22.458103,327993600
12/1/09,28.795,29.725,28.155001,28.5,22.538595,385779200
1/1/10,28.58,28.715,26.85,27.125,21.451206,385386200
2/1/10,27.254999,27.959999,26.115,26.360001,20.846224,457985600
3/1/10,26.610001,27.68,26.395,27.5,21.747768,535704600
4/1/10,27.68,27.780001,26.280001,26.725,21.307856,443832000
5/1/10,26.855,27.1,24.969999,25.700001,20.490623,529041000
6/1/10,25.559999,26.540001,25.004999,25.059999,19.980347,484671600
7/1/10,25.15,27.655001,24.735001,27.555,22.155472,373304800
8/1/10,27.91,28.700001,27.459999,27.940001,22.465034,390193400
9/1/10,28.190001,29.615,28.135,29.26,23.526375,348528400
10/1/10,29.52,30.875,29.26,30.66,24.838799,387123000
11/1/10,30.684999,32.314999,30.605,31.584999,25.588175,440370400
12/1/10,31.969999,32.939999,31.85,32.884998,26.825459,407087600
1/1/11,32.939999,32.939999,30.945,31.424999,25.634483,366736200
2/1/11,31.440001,32.375,31.065001,31.959999,26.070902,315007200
3/1/11,32.139999,33.424999,30.645,33.169998,27.05794,431192600
4/1/11,33.445,34.235001,32.904999,33.73,27.714268,303736200
5/1/11,33.880001,34.384998,33.150002,33.404999,27.447216,278651000
6/1/11,33.299999,33.744999,32.215,33.645,27.644421,349221400
7/1/11,33.509998,34.91,33.294998,34.005001,28.142492,325485600
8/1/11,34.25,35.384998,31.795,35.224998,29.152159,647917600
9/1/11,35.044998,35.884998,33.310001,33.779999,27.95628,517243200
10/1/11,33.294998,34.544998,31.67,34.16,28.463593,406481800
11/1/11,33.564999,34.41,32.369999,33.615002,28.009474,338562800
12/1/11,33.5,35.145,32.939999,34.985001,29.362778,309556200
1/1/12,35.075001,35.355,33.285,33.764999,28.338839,300231600
2/1/12,33.939999,34.990002,33.709999,34.93,29.316618,287665000
3/1/12,34.935001,37.195,34.25,37.005001,31.058163,410250600
4/1/12,36.915001,38.91,35.91,38.16,32.2621,292370000
5/1/12,38.27,38.869999,36.735001,37.365002,31.589975,335390800
6/1/12,36.994999,39.095001,36.279999,39.095001,33.052586,279573200
7/1/12,39.049999,40.665001,38.049999,40.400002,34.389111,289020200
8/1/12,40.485001,40.625,37.130001,37.400002,31.83547,308129200
9/1/12,37.52,39,37.110001,37.93,32.28661,469561900
10/1/12,38.16,38.830002,36.540001,37.18,31.863319,293829600
11/1/12,37.150002,37.98,35.860001,37.919998,32.497494,261448200
12/1/12,37.900002,37.990002,35.580002,36.25,31.279457,269626400
1/1/13,36.990002,37.869999,36.52,37.240002,32.133713,302757300
2/1/13,37.540001,39.060001,36.540001,38.720001,33.41077,324939300
3/1/13,38.490002,40.700001,38.450001,40.439999,34.894943,288428800
4/1/13,40.389999,42.959999,39.77,42.330002,36.790195,317772200
5/1/13,42.150002,43.43,39.990002,39.990002,34.756428,288223000
6/1/13,39.950001,41.73,38.970001,40.110001,34.860733,305808000
7/1/13,40.5,41.25,39.5,40.080002,35.075428,260921100
8/1/13,40.400002,40.75,37.799999,38.18,33.412659,296801300
9/1/13,38.27,39.669998,37.75,37.880001,33.150127,300960000
10/1/13,38,39.959999,36.830002,39.57,34.880955,378979000
11/1/13,39.57,40.880001,39.220001,40.189999,35.42749,267950200
12/1/13,40.099998,41.389999,38.869999,41.310001,36.669861,301144500
1/1/14,41.119999,41.23,37.720001,37.82,33.571869,289400900
2/1/14,38.02,39.02,36.889999,38.200001,33.909191,385231900
3/1/14,37.880001,39.029999,37.849998,38.66,34.317524,349073700
4/1/14,38.529999,41.279999,38.040001,40.790001,36.495155,382724700
5/1/14,40.790001,41.220001,40.259998,40.91,36.602516,213626400
6/1/14,40.75,42.490002,40.150002,42.360001,37.899837,281955100
7/1/14,42.389999,42.57,39.25,39.290001,35.417461,282905200
8/1/14,39.130001,41.75,39.060001,41.720001,37.60796,247865300
9/1/14,41.52,42.810001,41.18,42.66,38.455299,314829200
10/1/14,42.549999,44.869999,40.099998,41.880001,38.027222,529864600
11/1/14,41.790001,45,41.59,44.830002,40.70583,254105000
12/1/14,44.18,44.77,39.799999,42.220001,38.600925,326860800
1/1/15,42.259998,43.830002,41.110001,41.169998,37.64093,291958500
2/1/15,41.209999,43.66,40.900002,43.299999,39.588345,291305600
3/1/15,43.299999,43.299999,39.610001,40.549999,37.074085,370436100
4/1/15,40.790001,41.610001,40.099998,40.560001,37.390926,283894500
5/1/15,40.580002,41.689999,40.389999,40.959999,37.759674,229991400
6/1/15,41.360001,41.41,39.119999,39.23,36.164845,288144900
7/1/15,39.380001,41.599998,39.220001,41.080002,38.182732,268100000
8/1/15,40.849998,42.25,36.560001,39.32,36.546852,342540600
9/1/15,38.669998,40.23,37.84,40.119999,37.290428,346513600
10/1/15,40.220001,43.849998,39.360001,42.349998,39.704189,366124500
11/1/15,42.32,43.599998,41.34,42.619999,39.957314,252003300
12/1/15,42.73,43.91,41.970001,42.959999,40.584953,286519600
1/1/16,42.34,43.259998,40.75,42.919998,40.547157,317817500
2/1/16,42.599998,44.18,41.900002,43.130001,40.745556,303790200
3/1/16,43.380001,46.880001,43.169998,46.389999,43.825321,347092900
4/1/16,46.139999,47.130001,42.869999,44.799999,42.653294,317184500
5/1/16,44.57,45.900002,43.939999,44.599998,42.462875,230202600
6/1/16,44.599998,46.009998,43.32,45.330002,43.157894,265480000
7/1/16,45.330002,45.939999,43.099998,43.630001,41.857906,235930600
8/1/16,43.689999,44.330002,43.080002,43.43,41.666027,234401800
9/1/16,43.209999,43.830002,41.849998,42.32,40.601112,250926400
10/1/16,42.310001,43.029999,41.400002,42.400002,41.010204,264781200
11/1/16,42.400002,42.98,40.349998,40.349998,39.027393,316484200
12/1/16,40.310001,42.220001,39.880001,42,40.966747,324399500
1/1/17,41.5,42.25,40.689999,41.57,40.547321,240307600
2/1/17,41.52,42.150002,40.220001,41.959999,40.927727,333969400
3/1/17,42.009998,42.700001,41.740002,42.439999,41.39592,339185400
